5th HEFT energy cost,7th energy cost ,8th qoe ,7th HEFT energy cost,1th energy cost ,3th HEFT qoe,6th qoe ,1th HEFT energy cost,5th HEFT qoe,5th HEFT run time cost,3th HEFT run time cost,6th run time cost ,0th qoe ,8th HEFT run time cost,2th qoe ,3th run time cost ,1th qoe ,2th HEFT run time cost,6th energy cost ,6th HEFT energy cost,6th HEFT run time cost,1th run time cost ,8th run time cost ,7th HEFT run time cost,5th run time cost ,1th HEFT run time cost,3th energy cost ,3th qoe ,0th energy cost ,4th run time cost ,4th energy cost ,3th HEFT energy cost,4th HEFT energy cost,4th HEFT run time cost,8th HEFT qoe,4th HEFT qoe,2th energy cost ,4th qoe ,1th HEFT qoe,5th energy cost ,2th HEFT qoe,7th run time cost ,7th qoe ,2th run time cost ,5th qoe ,2th HEFT energy cost,7th HEFT qoe,6th HEFT qoe,0th HEFT run time cost,0th run time cost ,8th energy cost ,8th HEFT energy cost,0th HEFT qoe,0th HEFT energy cost
12393.27512173401,20365.73695819092,0.0,15223.331276192237,6742.046593811036,0.2867365390672493,0.0,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2910.466998529434,0.0,2391.006298803329,0.0,1796.0528694820405,0.0,958.8250568994794,18626.98879058838,14216.577140344192,1939.05790612466,1053.4447802829743,3662.96231757164,2043.4063558368682,2463.6870020484926,743.2030268492017,11494.73836468506,0.0,4628.115062622071,2154.7145264053343,13790.172968994142,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,8924.774687438965,0.0,0.24646916147857273,15767.596813110351,0.2650062040896189,3182.146399717331,0.0,1394.4960449123382,0.0,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,723.1429785346985,23442.9588324585,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,20365.13755557931,0.0006692012534273378,15223.331276192237,6742.046593811036,0.2867365390672493,0.0006834821609604685,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2908.7163198184967,0.0,2391.006298803329,0.0,1796.0528694820405,0.0,958.8250568994794,18619.439730008024,14216.577140344192,1939.05790612466,1053.4447802829743,3660.76202460289,2043.4063558368682,2462.5338379859922,743.2030268492017,11494.73836468506,0.0,4628.115062622071,2153.6064014053345,13785.421962208427,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,8924.774687438965,0.0005561794343679663,0.24646916147857273,15762.652704561244,0.2650062040896189,3182.006595029831,4.4691119492629546e-05,1394.4960449123382,0.0004365637562061125,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,723.1429785346985,23433.44993158797,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,18929.473412956107,0.08544282761806012,15223.331276192237,6741.40825263916,0.2867365390672493,0.05172791371652988,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2768.203989146369,0.0,2391.006298803329,0.003738732193821804,1779.5861656161717,0.00018704071748463813,958.8250568994794,17866.012530238822,14216.577140344192,1939.05790612466,1053.2958935642243,3381.6574380816055,2043.4063558368682,2368.8223123765674,743.2030268492017,11412.819957420328,0.01029157920226604,4628.115062622071,2117.118111183439,13594.244030512893,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,8901.983575095215,0.01880976476398571,0.24646916147857273,15272.463583442492,0.2650062040896189,2933.209188469205,0.08400984742136423,1389.938027613231,0.040632265333374,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,723.1429785346985,21739.436036435724,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,6855.103321039581,0.3546079870816272,15223.331276192237,2474.3810816467508,0.2867365390672493,0.36210386606866846,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2732.186747834069,0.3181196210764901,2391.006298803329,0.35461518427230787,1623.631427674975,0.34235527616600053,958.8250568994794,6289.2378006598565,14216.577140344192,1939.05790612466,983.5602903851103,3512.879489902223,2043.4063558368682,2236.5315317935947,743.2030268492017,3937.4876752274654,0.37507207290215755,1856.9197376939396,1970.6337282006396,4643.180680246363,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,3126.0747534353854,0.3756773589932793,0.24646916147857273,5365.575435279977,0.2650062040896189,2793.764052261489,0.39055571740584455,1316.9381152826038,0.3788680900947895,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,689.7703831774847,7858.6928211049535,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,6272.5876429284235,0.36306504602893663,15223.331276192237,2062.99561812755,0.2867365390672493,0.3732139267207454,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2754.9708539032263,0.3606691174218733,2391.006298803329,0.37314585621226015,1630.7507499990463,0.3672696974086318,958.8250568994794,5700.789425579046,14216.577140344192,1939.05790612466,991.4930573076521,3555.051517133985,2043.4063558368682,2249.89711332798,743.2030268492017,3509.478694279698,0.390502024425443,1404.4112250832256,1981.2439971547806,4211.207990110648,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,2730.349403490753,0.38792964668892027,0.24646916147857273,4861.279332748718,0.2650062040896189,2828.7827606044507,0.3984385985860122,1322.8711561546327,0.3906890101930688,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,694.7543029124397,7178.04111596612,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,6613.506174203425,0.3594398850311076,15223.331276192237,2139.75943639764,0.2867365390672493,0.36820619794939985,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2736.0037332338607,0.3504706077277833,2391.006298803329,0.36724099904010465,1627.3350523648942,0.3612035410475645,958.8250568994794,5988.8937493531585,14216.577140344192,1939.05790612466,989.2977887529646,3522.86281014783,2043.4063558368682,2239.855282830102,743.2030268492017,3625.0820545578217,0.38572051070130847,1494.9963405184938,1974.815959267344,4361.986665938329,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,2842.931019428253,0.38311744211430365,0.24646916147857273,5034.668368979078,0.2650062040896189,2800.3283254913604,0.3941637133109315,1319.1534215006147,0.38676963936936426,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,692.2374104738235,7533.781545370135,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,13126.148317685132,0.25242132942978884,15223.331276192237,3282.4210601003156,0.2867365390672493,0.26482755012803877,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2375.570555169378,0.3187022365799622,2391.006298803329,0.2859905407708158,1456.8725427251545,0.3101776985397532,958.8250568994794,12142.01763519555,14216.577140344192,1939.05790612466,918.5873351494926,3047.533452256475,2043.4063558368682,2015.7938669618882,743.2030268492017,6850.936931036836,0.29452531002717164,1879.5141734573365,1764.2762037706373,8617.597770483879,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,4946.80699710325,0.2742683543595671,0.24646916147857273,10258.550677821937,0.2650062040896189,2422.288395530973,0.2926116170830918,1215.0028979550773,0.2661565756126993,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,680.2244208923069,15575.479966341967,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,12310.4330818869,0.27126574021319877,15223.331276192237,2708.8802705989733,0.2867365390672493,0.2839388196270388,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2418.32517955167,0.3467068166194943,2391.006298803329,0.31832352301421957,1483.3694212730954,0.33999523889322397,958.8250568994794,10990.884788315649,14216.577140344192,1939.05790612466,940.3049394957677,3044.7751414647787,2043.4063558368682,2021.1309723351346,743.2030268492017,5920.974130296654,0.3225420545763442,1522.895064257333,1806.5457558037895,7444.489606413334,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,4241.122428604605,0.3031785533066301,0.24646916147857273,9066.049876718358,0.2650062040896189,2454.193334163802,0.3041230004942481,1228.5792756850378,0.2975381284175727,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,691.8854609760556,14567.527533453125,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,13145.432818740932,0.25500840061164515,15223.331276192237,3029.878589719064,0.2867365390672493,0.259938250534701,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2435.4249386960437,0.34330949757011736,2391.006298803329,0.28615450347271776,1466.87664203058,0.31958996089414066,958.8250568994794,11697.382996511624,14216.577140344192,1939.05790612466,931.046889244897,3041.8818725291662,2043.4063558368682,2069.719518885885,743.2030268492017,6602.79760498326,0.29576492191132336,1577.4694571934947,1784.8181042649405,8194.106000343694,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,4745.433223857726,0.2792943150324921,0.24646916147857273,9847.422454813452,0.2650062040896189,2499.0366738871166,0.27487248017885935,1232.8947318192888,0.2598457962543513,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,687.4896020194461,15381.77126409197,17620.752165519214,0.21988469893553556,3743.1159115890277
12393.27512173401,15071.752051102536,0.19922601970138026,15223.331276192237,3754.675191063254,0.2867365390672493,0.20146555633570476,5299.6566014007785,0.26047752363175253,1719.989443877084,1194.9526574055808,2504.756322034427,0.32773733535148486,2391.006298803329,0.23136944368792547,1499.366369245529,0.273697883519272,958.8250568994794,13509.35939827859,14216.577140344192,1939.05790612466,916.0106771563121,3103.687722251483,2043.4063558368682,2135.82515939876,743.2030268492017,7934.277688974785,0.23099347359894537,1806.8467057341218,1834.4707675274437,9776.149550858416,8730.991672518092,10589.116226925376,1454.5292137459346,0.29604739991846807,0.27656914137528255,5757.726200086298,0.21247058612339878,0.24646916147857273,11530.948265904977,0.2650062040896189,2600.999294097901,0.21342624361357504,1230.0515304044995,0.19460950187844753,6933.037904044321,0.3021634116210721,0.2883012990199177,533.2563111006873,673.4364812744686,17671.881991608057,17620.752165519214,0.21988469893553556,3743.1159115890277
