1th HEFT run time cost,8th HEFT qoe,5th HEFT run time cost,2th qoe ,1th qoe ,7th HEFT qoe,1th HEFT qoe,5th HEFT qoe,6th run time cost ,5th energy cost ,0th run time cost ,4th qoe ,2th HEFT run time cost,1th run time cost ,2th HEFT qoe,0th qoe ,3th qoe ,6th qoe ,8th run time cost ,8th HEFT energy cost,3th run time cost ,3th HEFT qoe,4th HEFT run time cost,6th HEFT qoe,4th run time cost ,3th energy cost ,0th HEFT qoe,2th run time cost ,4th energy cost ,3th HEFT run time cost,4th HEFT energy cost,8th HEFT run time cost,1th HEFT energy cost,0th HEFT energy cost,1th energy cost ,2th HEFT energy cost,5th HEFT energy cost,2th energy cost ,6th energy cost ,0th HEFT run time cost,6th HEFT run time cost,6th HEFT energy cost,0th energy cost ,7th HEFT run time cost,7th energy cost ,4th HEFT qoe,5th qoe ,7th run time cost ,8th energy cost ,5th run time cost ,7th HEFT energy cost,8th qoe ,3th HEFT energy cost,7th qoe 
743.2030268492017,0.34613088238571016,1719.989443877084,0.0,0.0,0.3550728848706165,0.2855861032396183,0.3055328818535561,2904.04427910832,15746.459668322406,723.1429785346985,-0.00020569848894904006,958.8250568994794,1053.4447802829743,0.30983934938126306,0.0,0.0,0.0028373183665263567,3641.657771877016,17620.752165519214,1796.0528694820405,0.3343725078063076,1454.5292137459346,0.33782091345416704,2155.020530102321,11494.73836468506,0.2551213015943521,1394.4960449123382,13776.512409708428,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,6742.046593811036,6933.037904044321,12393.27512173401,8924.774687438965,18554.759598412933,533.2563111006873,1939.05790612466,14216.577140344192,4628.115062622071,2043.4063558368682,20191.384033670827,0.3233191913893718,1.802304543010568e-05,3167.1888723038264,23097.241400844665,2463.646868538448,15223.331276192237,0.007260889149581221,8730.991672518092,0.00607321728515827
743.2030268492017,0.34613088238571016,1719.989443877084,0.030536488008704,0.007967251862161805,0.3550728848706165,0.2855861032396183,0.3055328818535561,2908.9286960104537,9434.28909338937,724.4282841302327,0.027220604857128038,958.8250568994794,1043.6476634289877,0.30983934938126306,-0.002062181576611144,0.02886306891302649,0.0011997473949154226,3745.4022111518034,17620.752165519214,1740.5214899723871,0.3343725078063076,1454.5292137459346,0.33782091345416704,2095.0464059246606,7935.5774252395195,0.2551213015943521,1349.5608743895123,8778.956707735639,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,6015.276677076222,6933.037904044321,12393.27512173401,6852.2775712599405,10504.63032566563,533.2563111006873,1939.05790612466,14216.577140344192,4598.840789060016,2043.4063558368682,11180.438781536015,0.3233191913893718,0.018909188162319915,3109.6013047830033,12422.6074241246,2429.314345189776,15223.331276192237,-0.019001763909523753,8730.991672518092,0.022072899635424498
743.2030268492017,0.34613088238571016,1719.989443877084,0.013927881503242822,0.031016085911459393,0.3550728848706165,0.2855861032396183,0.3055328818535561,2917.6891086044307,7703.054872615247,709.3402543439864,0.015184869323990085,958.8250568994794,1013.392661563192,0.30983934938126306,0.01658071062956606,0.01914439623862886,-0.00020930518485663045,3730.775183478763,17620.752165519214,1755.480484333992,0.3343725078063076,1454.5292137459346,0.33782091345416704,2128.574228202547,6301.582153302024,0.2551213015943521,1375.972705000196,7000.312900991452,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,4711.332432445418,6933.037904044321,12393.27512173401,5368.911504601898,8631.420578855374,533.2563111006873,1939.05790612466,14216.577140344192,4149.070940975626,2043.4063558368682,9178.787081023058,0.3233191913893718,0.025522159184321144,3064.7621391072958,10110.46189891835,2417.2846851609092,15223.331276192237,-0.015524649093734322,8730.991672518092,0.03590554810209943
743.2030268492017,0.34613088238571016,1719.989443877084,0.021192377604119947,0.03118074563176788,0.3550728848706165,0.2855861032396183,0.3055328818535561,2924.750349198614,8032.891460409896,721.9047180508205,0.014718844432988631,958.8250568994794,1014.7120712394714,0.30983934938126306,0.001176319344432147,0.02357390914306196,-0.003548867771321492,3722.7883099348883,17620.752165519214,1749.757194917815,0.3343725078063076,1454.5292137459346,0.33782091345416704,2123.7612603100365,6672.0565836480055,0.2551213015943521,1364.7629121437076,7423.410920425829,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,5146.533972469526,6933.037904044321,12393.27512173401,5777.1185803188655,8932.958796271883,533.2563111006873,1939.05790612466,14216.577140344192,4496.040031900635,2043.4063558368682,9566.603823827973,0.3233191913893718,0.023453669625864343,3072.4522914172576,10501.807438711658,2422.195270199367,15223.331276192237,-0.014136513000523956,8730.991672518092,0.033534990316772435
743.2030268492017,0.34613088238571016,1719.989443877084,0.016772541699265456,0.038700990317814876,0.3550728848706165,0.2855861032396183,0.3055328818535561,2893.580591679164,7580.260904502302,710.7927093488148,0.026714265052830193,958.8250568994794,1005.1152800374713,0.30983934938126306,0.01659992615919252,0.02719312330715138,0.0076716284254631905,3692.577791916983,17620.752165519214,1742.1427987995148,0.3343725078063076,1454.5292137459346,0.33782091345416704,2103.7308832375666,6243.966197665864,0.2551213015943521,1371.8710026574818,6926.999052963323,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,4696.704183851667,6933.037904044321,12393.27512173401,5322.15313403717,8488.70977584913,533.2563111006873,1939.05790612466,14216.577140344192,4198.064689172059,2043.4063558368682,9007.909011473062,0.3233191913893718,0.036020171150755474,3031.34440195574,9945.862490130397,2393.8432412462234,15223.331276192237,-0.004325608619871265,8730.991672518092,0.04614450628143071
743.2030268492017,0.34613088238571016,1719.989443877084,0.020579978519141572,0.03567048887880102,0.3550728848706165,0.2855861032396183,0.3055328818535561,2880.0635096323826,7584.088319502302,709.6573057915825,0.03286631803122378,958.8250568994794,1009.0733122376032,0.30983934938126306,0.018479118251364952,0.0288478897706123,0.012463924976567252,3676.535619174412,17620.752165519214,1738.6599507165638,0.3343725078063076,1454.5292137459346,0.33782091345416704,2090.389836040224,6219.239377867648,0.2551213015943521,1366.2994099343164,6939.133079391001,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,4753.224509541844,6933.037904044321,12393.27512173401,5387.556346345651,8458.743640823233,533.2563111006873,1939.05790612466,14216.577140344192,4280.377349832328,2043.4063558368682,8965.056521424844,0.3233191913893718,0.03901637443288401,3001.0688124689373,9903.195188721465,2385.7797551442554,15223.331276192237,0.0004192703078053364,8730.991672518092,0.055547170448909
743.2030268492017,0.34613088238571016,1719.989443877084,0.027063690908291874,0.04004727673143166,0.3550728848706165,0.2855861032396183,0.3055328818535561,2846.3109008915767,7427.7449372898,695.3501445237569,0.03894615171327366,958.8250568994794,1003.8113195446558,0.30983934938126306,0.03556939566750747,0.03555088639381774,0.023136027620423393,3641.1883101637704,17620.752165519214,1726.4297781790324,0.3343725078063076,1454.5292137459346,0.33782091345416704,2075.7130624495917,6085.516214767194,0.2551213015943521,1357.3845593888418,6801.359904280287,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,4652.718089047197,6933.037904044321,12393.27512173401,5282.518287663509,8225.803539776807,533.2563111006873,1939.05790612466,14216.577140344192,4206.435555955985,2043.4063558368682,8739.840728429761,0.3233191913893718,0.04934466962023096,2967.682744061742,9703.694171553172,2358.082409011704,15223.331276192237,0.009637647934582987,8730.991672518092,0.0655894007861325
743.2030268492017,0.34613088238571016,1719.989443877084,0.02756588875858066,0.059289759948623774,0.3550728848706165,0.2855861032396183,0.3055328818535561,2805.6755924596787,7109.396956512126,678.9441374841418,0.06001215944207768,958.8250568994794,983.6960368116925,0.30983934938126306,0.05637902339937106,0.05524038146042327,0.03654707112328956,3618.4318609465195,17620.752165519214,1687.706034867423,0.3343725078063076,1454.5292137459346,0.33782091345416704,2026.778477751596,5721.142532783706,0.2551213015943521,1356.8956759687153,6314.216822653503,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,4405.502285485142,6933.037904044321,12393.27512173401,5027.2366921545845,7746.862173187082,533.2563111006873,1939.05790612466,14216.577140344192,3811.056054616699,2043.4063558368682,8261.979617670831,0.3233191913893718,0.06398350621122705,2899.3511410799024,9199.815873980408,2317.217068190438,15223.331276192237,0.015324809734860629,8730.991672518092,0.08543881193736044
743.2030268492017,0.34613088238571016,1719.989443877084,0.042499312926255806,0.06901141855337758,0.3550728848706165,0.2855861032396183,0.3055328818535561,2807.117734785489,7841.549371294274,676.2722012910843,0.059949253169193424,958.8250568994794,975.3358841633114,0.30983934938126306,0.05837278786783608,0.05994654806582551,0.035894033012784876,3614.8314769456047,17620.752165519214,1679.918388751166,0.3343725078063076,1454.5292137459346,0.33782091345416704,2025.0547126216889,6158.4858640698685,0.2551213015943521,1341.2737291679382,6964.6359981325195,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,4905.335106546303,6933.037904044321,12393.27512173401,5515.4406493595025,8464.207672293329,533.2563111006873,1939.05790612466,14216.577140344192,4009.696298095268,2043.4063558368682,9172.597758774851,0.3233191913893718,0.06553838016638024,2900.9932911385126,10003.03505951344,2314.9032418274196,15223.331276192237,0.0159457330350154,8730.991672518092,0.08488900937442595
743.2030268492017,0.34613088238571016,1719.989443877084,0.035422975165424246,0.09240381097404249,0.3550728848706165,0.2855861032396183,0.3055328818535561,2777.249689411572,7214.5028738764095,678.119058520862,0.07328774121398061,958.8250568994794,950.3631858228955,0.30983934938126306,0.05776787689806524,0.06599859875179616,0.047382349057447065,3600.125999902998,17620.752165519214,1670.7436989017215,0.3343725078063076,1454.5292137459346,0.33782091345416704,2000.9931135819302,5554.272367578802,0.2551213015943521,1347.450848538535,6278.47158930797,1194.9526574055808,10589.116226925376,2391.006298803329,5299.6566014007785,3743.1159115890277,4227.931948845411,6933.037904044321,12393.27512173401,4797.859949189409,7887.104391763873,533.2563111006873,1939.05790612466,14216.577140344192,3319.0804998425947,2043.4063558368682,8798.427916839577,0.3233191913893718,0.07693031660669042,2872.424602860451,9649.692136152737,2288.0608949127195,15223.331276192237,0.020597449966979924,8730.991672518092,0.09525281322489322
