3th run time cost ,8th qoe ,1th HEFT energy cost,7th run time cost ,4th energy cost ,6th run time cost ,7th energy cost ,8th run time cost ,5th HEFT qoe,6th energy cost ,6th HEFT qoe,8th energy cost ,7th HEFT energy cost,6th HEFT energy cost,6th HEFT run time cost,5th HEFT run time cost,3th qoe ,0th HEFT energy cost,4th run time cost ,0th qoe ,4th HEFT run time cost,6th qoe ,8th HEFT qoe,4th qoe ,3th HEFT energy cost,7th qoe ,5th energy cost ,4th HEFT energy cost,1th run time cost ,5th qoe ,1th HEFT run time cost,0th HEFT qoe,0th run time cost ,2th HEFT qoe,1th HEFT qoe,5th HEFT energy cost,8th HEFT energy cost,3th HEFT run time cost,8th HEFT run time cost,0th energy cost ,1th energy cost ,2th qoe ,2th HEFT energy cost,7th HEFT run time cost,2th energy cost ,5th run time cost ,2th HEFT run time cost,1th qoe ,2th run time cost ,3th HEFT qoe,7th HEFT qoe,4th HEFT qoe,3th energy cost ,0th HEFT run time cost
1795.9480062007904,0.02300161226320357,5299.6566014007785,3129.6232673300333,13779.843754541018,2885.509681442533,20132.71900434047,3583.034594529152,0.26047752363175253,18508.95186711561,0.2883012990199177,23049.15412769866,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,6.7945413481242e-05,3743.1159115890277,2152.3213232803346,0.0,1454.5292137459346,0.009172935150716812,0.29604739991846807,0.0011963935580792014,8730.991672518092,0.01612499680235442,15720.263227697405,10589.116226925376,1053.4447802829743,0.004567671583735038,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2453.081500792912,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.288770856934,533.2563111006873
1796.0528694820405,0.0,5299.6566014007785,3182.146399717331,13790.172968994142,2910.466998529434,20365.73695819092,3662.96231757164,0.26047752363175253,18626.98879058838,0.2883012990199177,23442.9588324585,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.7145264053343,0.0,1454.5292137459346,0.0,0.29604739991846807,0.0,8730.991672518092,0.0,15767.596813110351,10589.116226925376,1053.4447802829743,0.0,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.6870020484926,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1796.0528694820405,0.0,5299.6566014007785,3182.146399717331,13790.172968994142,2910.466998529434,20365.73695819092,3662.96231757164,0.26047752363175253,18626.98879058838,0.2883012990199177,23442.9588324585,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.7145264053343,0.0,1454.5292137459346,0.0,0.29604739991846807,0.0,8730.991672518092,0.0,15767.596813110351,10589.116226925376,1053.4447802829743,0.0,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.6870020484926,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1796.0528694820405,0.0,5299.6566014007785,3182.146399717331,13790.172968994142,2910.466998529434,20365.73695819092,3662.96231757164,0.26047752363175253,18626.98879058838,0.2883012990199177,23442.9588324585,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.7145264053343,0.0,1454.5292137459346,0.0,0.29604739991846807,0.0,8730.991672518092,0.0,15767.596813110351,10589.116226925376,1053.4447802829743,0.0,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.6870020484926,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1796.0528694820405,0.0,5299.6566014007785,3182.146399717331,13790.172968994142,2910.466998529434,20365.73695819092,3662.96231757164,0.26047752363175253,18626.98879058838,0.2883012990199177,23442.9588324585,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.7145264053343,0.0,1454.5292137459346,0.0,0.29604739991846807,0.0,8730.991672518092,0.0,15767.596813110351,10589.116226925376,1053.4447802829743,0.0,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.6870020484926,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1796.0528694820405,0.0,5299.6566014007785,3182.146399717331,13790.172968994142,2910.466998529434,20365.73695819092,3662.96231757164,0.26047752363175253,18626.98879058838,0.2883012990199177,23442.9588324585,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.7145264053343,0.0,1454.5292137459346,0.0,0.29604739991846807,0.0,8730.991672518092,0.0,15767.596813110351,10589.116226925376,1053.4447802829743,0.0,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.6870020484926,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1796.0528694820405,0.0,5299.6566014007785,3182.146399717331,13790.172968994142,2910.466998529434,20365.73695819092,3662.96231757164,0.26047752363175253,18626.98879058838,0.2883012990199177,23442.9588324585,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.7145264053343,0.0,1454.5292137459346,0.0,0.29604739991846807,0.0,8730.991672518092,0.0,15767.596813110351,10589.116226925376,1053.4447802829743,0.0,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.6870020484926,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1796.0528694820405,0.0,5299.6566014007785,3182.146399717331,13790.172968994142,2910.466998529434,20365.73695819092,3662.96231757164,0.26047752363175253,18626.98879058838,0.2883012990199177,23442.9588324585,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.7145264053343,0.0,1454.5292137459346,0.0,0.29604739991846807,0.0,8730.991672518092,0.0,15767.596813110351,10589.116226925376,1053.4447802829743,0.0,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.6870020484926,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1796.0528694820405,0.0009694172486530984,5299.6566014007785,3180.7106593434473,13789.52191743164,2910.0184853458404,20359.318968469932,3659.2109926986695,0.26047752363175253,18621.988318791504,0.2883012990199177,23426.16019717859,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.0,3743.1159115890277,2154.5673096084593,0.0,1454.5292137459346,0.0002507943739618021,0.29604739991846807,7.315472594769325e-05,8730.991672518092,0.0004571308686171599,15766.95060048758,10589.116226925376,1053.4447802829743,7.249314813395046e-05,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6742.046593811036,0.0,6933.037904044321,2043.4063558368682,8924.774687438965,2463.5362793922422,958.8250568994794,0.0,1394.4960449123382,0.2867365390672493,0.3021634116210721,0.27656914137528255,11494.73836468506,533.2563111006873
1742.9674569433755,0.07621564778001558,5299.6566014007785,3057.198963894571,12966.476024106181,2770.037460141318,18399.733210407434,3577.5948807577406,0.26047752363175253,17124.54081479732,0.2883012990199177,20385.72102625582,15223.331276192237,14216.577140344192,1939.05790612466,1719.989443877084,0.03434964505319828,3743.1159115890277,2072.6962004710604,0.0,1454.5292137459346,0.0637895726949314,0.29604739991846807,0.04909166840131118,8730.991672518092,0.06597615725189356,14656.137181651415,10589.116226925376,1051.9892686812536,0.05645117461464932,743.2030268492017,0.21988469893553556,723.1429785346985,0.2650062040896189,0.24646916147857273,12393.27512173401,17620.752165519214,1194.9526574055808,2391.006298803329,4628.115062622071,6725.12812942398,0.01884687005598214,6933.037904044321,2043.4063558368682,8732.500830697894,2357.6263354817797,958.8250568994794,0.0019304226521277407,1369.9205770493916,0.2867365390672493,0.3021634116210721,0.27656914137528255,11026.532990577916,533.2563111006873
