0th HEFT qoe,0th HEFT run time cost,0th HEFT energy cost,0th energy cost ,0th run time cost ,0th qoe 
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4813.656442297617,2305.75997616609,-0.4726793292183509
0.08760918985517252,905.3067227169673,6460.546929762217,4851.771644500478,2291.6430143944426,-0.46952311648920336
0.08760918985517252,905.3067227169673,6460.546929762217,5429.069848247476,1932.609998198191,-0.3627216032803393
0.08760918985517252,905.3067227169673,6460.546929762217,5457.977176078338,1912.5630005518592,-0.3538980890890254
0.08760918985517252,905.3067227169673,6460.546929762217,4967.844921399842,2220.450350505511,-0.44518887707216387
0.08760918985517252,905.3067227169673,6460.546929762217,4962.37006450648,2226.7099859221776,-0.4471187411742637
0.08760918985517252,905.3067227169673,6460.546929762217,4957.414255034993,2229.20639705499,-0.44819152797373946
0.08760918985517252,905.3067227169673,6460.546929762217,5001.051911087342,2192.6632215995787,-0.4326666675256623
0.08760918985517252,905.3067227169673,6460.546929762217,5121.7620553184515,2079.09810341231,-0.3958820105700026
0.08760918985517252,905.3067227169673,6460.546929762217,5205.189331510367,2021.9485288222631,-0.37978389101066723
0.08760918985517252,905.3067227169673,6460.546929762217,5265.234898552298,1975.004178490321,-0.3647480109739349
0.08760918985517252,905.3067227169673,6460.546929762217,5458.095919586282,1823.9562728796006,-0.30549522067697565
0.08760918985517252,905.3067227169673,6460.546929762217,5369.486737849173,1848.3083738028208,-0.30541021332703305
0.08760918985517252,905.3067227169673,6460.546929762217,5585.833598638103,1671.946837656657,-0.2357802437121758
0.08760918985517252,905.3067227169673,6460.546929762217,5571.9641114536025,1648.6759184411367,-0.21691781042495503
0.08760918985517252,905.3067227169673,6460.546929762217,5003.144881113383,2177.6436493336355,-0.42059108213251806
0.08760918985517252,905.3067227169673,6460.546929762217,5174.5872451238,1984.634204993248,-0.33340883160852886
0.08760918985517252,905.3067227169673,6460.546929762217,5694.235894146576,1503.7035949420929,-0.14639027175247826
0.08760918985517252,905.3067227169673,6460.546929762217,5869.154576922352,1363.5927998803456,-0.09164499254197164
0.08760918985517252,905.3067227169673,6460.546929762217,6398.114636196186,1094.1735831514995,0.0014578168680346663
0.08760918985517252,905.3067227169673,6460.546929762217,6271.41673468877,1136.1827757164638,-0.006208701483440552
0.08760918985517252,905.3067227169673,6460.546929762217,6410.580132055563,1084.558250968933,0.006324425915607351
0.08760918985517252,905.3067227169673,6460.546929762217,6396.979691669616,1087.4136362717945,0.005946863923670482
0.08760918985517252,905.3067227169673,6460.546929762217,6204.574378164672,1179.4653619820276,-0.024477631586448657
0.08760918985517252,905.3067227169673,6460.546929762217,5909.135323964284,1342.45711405468,-0.08016813666022962
0.08760918985517252,905.3067227169673,6460.546929762217,6508.50256109202,1050.696199036916,0.014163437712339222
0.08760918985517252,905.3067227169673,6460.546929762217,6146.744805902047,1195.2059481611252,-0.026656241878927834
0.08760918985517252,905.3067227169673,6460.546929762217,6403.496280969491,1057.6001776806513,0.01905209066034686
0.08760918985517252,905.3067227169673,6460.546929762217,6528.657439131214,1029.4298102636337,0.024264986952125846
0.08760918985517252,905.3067227169673,6460.546929762217,5882.0605589122,1339.9860097958247,-0.06730725365531998
0.08760918985517252,905.3067227169673,6460.546929762217,6402.263114397633,1046.867021501541,0.02556349720233252
0.08760918985517252,905.3067227169673,6460.546929762217,6549.662037934976,1028.7348704792657,0.02340644871967286
0.08760918985517252,905.3067227169673,6460.546929762217,6147.597369030048,1155.0992253163656,-0.00511316111119499
0.08760918985517252,905.3067227169673,6460.546929762217,6270.408562348021,1080.1161253004072,0.023207937506873732
0.08760918985517252,905.3067227169673,6460.546929762217,6222.933238397369,1101.4452631340025,0.015087936903048733
0.08760918985517252,905.3067227169673,6460.546929762217,6232.866712738646,1091.1829232873915,0.02154418160514044
0.08760918985517252,905.3067227169673,6460.546929762217,6584.264218621061,1046.4434297383625,0.013825594853508205
0.08760918985517252,905.3067227169673,6460.546929762217,6476.635207852171,1072.9398978258769,0.013800897209826019
0.08760918985517252,905.3067227169673,6460.546929762217,6589.2929672698965,1057.6924195394515,0.008334772675805003
0.08760918985517252,905.3067227169673,6460.546929762217,6411.616521032257,1098.8922501138052,0.008282004528017781
