0th greedy qoe,time_step,value_loss,0th greedy energy cost,0th HEFT energy cost,approxkl,0th qoe ,policy_entropy,mean reward,clipfrac,policy_loss,time_one_episode,0th greedy run time cost,time_elapsed,0th HEFT run time cost,0th energy cost ,0th run time cost ,0th HEFT qoe
-0.4726793292183509,1,1.0346240997314453,4813.656442297617,6460.546929762217,1.704429030418396,-0.46799876896232456,0.026645055040717125,-0.2814430238691251,0.994999885559082,0.22037072479724884,55.79774475097656,2305.75997616609,55.797752141952515,905.3067227169673,4829.940914626007,2294.157999375344,0.08760918985517252
-0.4726793292183509,2,0.15499208867549896,4813.656442297617,6460.546929762217,0.0020412097219377756,-0.46345493651370506,0.07016102969646454,-0.4591517761420446,0.006073333788663149,0.0005842772079631686,36.49491310119629,2305.75997616609,93.03238773345947,905.3067227169673,4832.67643921402,2284.9909387992225,0.08760918985517252
-0.4726793292183509,3,0.049158141016960144,4813.656442297617,6460.546929762217,0.0003649680584203452,-0.46026436889107275,0.07137694209814072,-0.4580407141104067,0.007233333773910999,-0.0004902991931885481,34.588229179382324,2305.75997616609,127.72444605827332,905.3067227169673,4843.170922937978,2275.0592659012477,0.08760918985517252
-0.4726793292183509,4,0.011723550036549568,4813.656442297617,6460.546929762217,0.0009871541988104582,-0.46263650779987137,0.08834563195705414,-0.4556034522779166,0.008516667410731316,-0.00015698881179559976,34.98502850532532,2305.75997616609,162.81957340240479,905.3067227169673,4847.593853282521,2278.696605420431,0.08760918985517252
-0.4726793292183509,5,0.010677480138838291,4813.656442297617,6460.546929762217,0.0008003312977962196,-0.46022954945267247,0.10133843123912811,-0.45393839916601936,0.011113332584500313,-0.0009072624379768968,34.042781829833984,2305.75997616609,196.97877621650696,905.3067227169673,4854.703117896575,2270.611246185939,0.08760918985517252
-0.4726793292183509,6,0.009685615077614784,4813.656442297617,6460.546929762217,0.001081482507288456,-0.45628273692226756,0.12010691314935684,-0.45066934415052856,0.014536668546497822,-0.0011139020789414644,34.55962157249451,2305.75997616609,231.68485689163208,905.3067227169673,4880.602965182241,2255.583811028163,0.08760918985517252
-0.4726793292183509,7,0.009812957607209682,4813.656442297617,6460.546929762217,0.003265824168920517,-0.44181265076428017,0.16543836891651154,-0.44533963585233466,0.01967666856944561,-0.0007223045686259866,33.38247632980347,2305.75997616609,265.17292952537537,905.3067227169673,4915.7101307825205,2219.351423105558,0.08760918985517252
-0.4726793292183509,8,0.012592527084052563,4813.656442297617,6460.546929762217,0.00755411246791482,-0.43033570328565707,0.23594658076763153,-0.43011914143088414,0.036063335835933685,-0.0008343163644894958,33.61783504486084,2305.75997616609,298.9188416004181,905.3067227169673,4961.403879889425,2187.6298287305835,0.08760918985517252
-0.4726793292183509,9,0.009226885624229908,4813.656442297617,6460.546929762217,0.010433955118060112,-0.4110543746929715,0.2919119596481323,-0.41555861019310525,0.054936666041612625,-0.0038603809662163258,34.264352560043335,2305.75997616609,333.282995223999,905.3067227169673,4983.680393396046,2144.9576155497234,0.08760918985517252
-0.4726793292183509,10,0.01378248818218708,4813.656442297617,6460.546929762217,0.01253996230661869,-0.3798033347161722,0.337973952293396,-0.39620754266052444,0.09500998258590698,-0.004558715038001537,34.73608589172363,2305.75997616609,368.13544178009033,905.3067227169673,5059.700971795146,2070.181704909007,0.08760918985517252
