0th qoe ,policy_loss,0th greedy qoe,approxkl,0th greedy energy cost,policy_entropy,clipfrac,0th energy cost ,0th HEFT run time cost,value_loss,0th HEFT energy cost,0th run time cost ,0th greedy run time cost,time_step,time_elapsed,time_one_episode,0th HEFT qoe,mean reward
0.11453369059893635,0.0068827299401164055,0.04396118053125326,0.018952293321490288,2062.99561812755,0.6595560908317566,0.24527999758720398,3378.6804812154937,743.2030268492017,0.6648887395858765,5299.6566014007785,915.354492963246,991.4930573076521,1,39.33149743080139,39.33149242401123,0.2855861032396183,0.13808424584568887
0.1233192027039466,4.781065581482835e-05,0.12435152244991843,0.01283238548785448,2838.580797241385,0.5974221229553223,0.16214333474636078,3758.523374848982,743.2030268492017,0.06127467006444931,5299.6566014007785,903.8540249699182,903.1070736355101,2,70.92075538635254,31.22843289375305,0.2855861032396183,0.129702171709754
0.14634426501346162,0.0022847247309982777,0.16010437262886212,0.013076824136078358,3526.840313078896,0.6441741585731506,0.1985766887664795,3907.4995608820022,743.2030268492017,0.015098238363862038,5299.6566014007785,877.413487969671,864.4809859466551,3,101.37212753295898,30.344075679779053,0.2855861032396183,0.15049614355671062
0.15672181974319638,-0.004127922933548689,0.17169537754318234,0.006323031149804592,4258.425804552548,0.631527841091156,0.08143667131662369,4181.687775568173,743.2030268492017,0.008451486006379128,5299.6566014007785,871.2682863646916,853.6750232437679,4,131.20753693580627,29.730170488357544,0.2855861032396183,0.15969209384187474
0.16251124427586527,-0.004889301955699921,0.19631816503843258,0.006413130555301905,4430.635489490051,0.6248401403427124,0.06748999655246735,4331.713434927542,743.2030268492017,0.007244250737130642,5299.6566014007785,862.7971749531883,831.5884439838956,5,160.66304659843445,29.352643966674805,0.2855861032396183,0.1692861175713631
0.16724704724070896,0.0023948759771883488,0.1887698789773681,0.012892683036625385,3948.4317389628377,0.6069549322128296,0.18956001102924347,4099.049516955675,743.2030268492017,0.02473854459822178,5299.6566014007785,857.8156059217453,837.1044967895235,6,189.92984914779663,29.162671089172363,0.2855861032396183,0.17747965113092753
0.166934790362776,-0.004347668960690498,0.21157306339164222,0.007038881070911884,4023.270564999433,0.5870088338851929,0.07643666863441467,4049.1664421355986,743.2030268492017,0.006572934333235025,5299.6566014007785,857.3904950922557,816.3036445147652,7,219.10847067832947,29.07298469543457,0.2855861032396183,0.17895097580171837
0.1712786992691447,-0.0021244962699711323,0.2361269707170006,0.008475339971482754,4471.231905034703,0.5610014200210571,0.11234331130981445,4063.831858425773,743.2030268492017,0.006625305861234665,5299.6566014007785,854.0093149773734,790.0194969549182,8,248.24283528327942,29.024685382843018,0.2855861032396183,0.1889137307011066
0.19333126527138053,-0.0024358772207051516,0.23252703810170286,0.009650267660617828,4355.029728204346,0.5474682450294495,0.1266433298587799,4130.926318144073,743.2030268492017,0.008258229121565819,5299.6566014007785,829.8231973269327,794.5418618274416,9,277.2028880119324,28.851061582565308,0.2855861032396183,0.1972060622604005
0.19014180559033542,-0.0024253330193459988,0.2357323600587282,0.010298691689968109,4296.599025940508,0.5253618955612183,0.13008664548397064,4164.930890307464,743.2030268492017,0.01482113916426897,5299.6566014007785,837.4941873626709,790.67846933215,10,306.3679749965668,29.038824319839478,0.2855861032396183,0.20140631711897772
0.1989624642344562,-0.003756323829293251,0.23575974994748009,0.010830936953425407,4267.109057716391,0.48882728815078735,0.12520000338554382,4114.373556264604,743.2030268492017,0.00648888573050499,5299.6566014007785,826.4507647345406,790.5595406449181,11,335.022634267807,28.550841093063354,0.2855861032396183,0.20524649687663818
0.21165367902196391,-0.004923772066831589,0.2403645089409815,0.010645708069205284,4419.183085649872,0.4550039768218994,0.11688666045665741,4359.884536023538,743.2030268492017,0.006487260106950998,5299.6566014007785,816.0030883742743,785.6821517489298,12,363.6148474216461,28.49141216278076,0.2855861032396183,0.21517454285238097
0.23027314144868988,-5.8602134231477976e-05,0.24008092644173704,0.01344877015799284,4616.602654035144,0.42848142981529236,0.1299266815185547,4512.443638251212,743.2030268492017,0.007764007896184921,5299.6566014007785,796.8918414481027,786.3908901571547,13,392.07838678359985,28.353726148605347,0.2855861032396183,0.2264263561321397
0.2228222116342025,-0.0023520723916590214,0.241998930794435,0.01240009255707264,4659.2966887413895,0.3970140516757965,0.11713999509811401,4563.51156342889,743.2030268492017,0.0150983314961195,5299.6566014007785,804.1713985199247,784.2470341160638,14,420.8555097579956,28.65220546722412,0.2855861032396183,0.23932128158426122
0.2348073477067542,-0.004324633162468672,0.2531218076456845,0.012160343118011951,4667.509039760589,0.3882133364677429,0.10630999505519867,4586.990835553894,743.2030268492017,0.011318905279040337,5299.6566014007785,790.4978529386519,773.1004778761184,15,449.43573689460754,28.474677324295044,0.2855861032396183,0.24176234141433775
0.2294682316691455,-0.003037992399185896,0.25696443498878646,0.011010101065039635,4676.746051572636,0.36791151762008667,0.09801332652568817,4515.570939530683,743.2030268492017,0.010934457182884216,5299.6566014007785,797.9206898446764,768.849143986157,16,478.00133776664734,28.460968494415283,0.2855861032396183,0.24258131385225207
